clave,clave_alterna,precio,max_usable,interior ,exterior,proveedor,material ,tipo
N85B-0-25-120,N85B-0-25-121,121.93,110,0,25,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-0-65-120,N85B-0-65-121,563.92,110,0,65,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-0-75-120,N85B-0-75-121,710.61,110,0,75,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-0-20-120,N85B-0-20-121,80.65,110,0,20,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-0-55-120,N85B-0-55-121,423.57,110,0,55,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-0-45-120,N85B-0-45-121,301.64,110,0,45,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-0-30-120,N85B-0-30-121,155.58,110,0,30,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-10-30-120,N85B-10-30-121,144.15,110,10,30,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-10-35-120,N85B-10-35-121,182.89,110,10,35,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-10-45-120,N85B-10-45-121,301.64,110,10,45,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-12-38-120,N85B-12-38-121,216.55,110,12,38,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-12-60-120,N85B-12-60-121,466.12,110,12,60,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-15-35-120,N85B-15-35-121,167.65,110,15,35,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-20-40-120,N85B-20-40-121,198.13,110,20,40,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-20-45-120,N85B-20-45-121,255.29,110,20,45,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-20-55-120,N85B-20-55-121,395.63,110,20,55,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-22-49-120,N85B-22-49-121,303.55,110,22,49,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-25-60-120,N85B-25-60-121,666.16,110,25,60,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-25-52-120,N85B-25-52-121,320.06,110,25,52,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-30-60-120,N85B-30-60-121,398.17,110,30,60,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-30-70-120,N85B-30-70-121,566.46,110,30,70,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-33-69-120,N85B-33-69-121,520.1,110,33,69,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-34-52-120,N85B-34-52-121,255.92,110,34,52,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-35-65-120,N85B-35-65-121,436.91,110,35,65,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-35-70-120,N85B-35-70-121,528.99,110,35,70,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-38-60-120,N85B-38-60-121,340.38,110,38,60,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-40-105-120,N85B-40-105-121,1224.36,110,40,105,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-40-80-120,N85B-40-80-121,660.44,110,40,80,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-42-68-120,N85B-42-68-121,432.46,110,42,68,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-45-80-120,N85B-45-80-121,623.61,110,45,80,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-45-75-120,N85B-45-75-121,528.99,110,45,75,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-48-70-120,N85B-48-70-121,400.08,110,48,70,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-50-80-120,N85B-50-80-121,540.42,110,50,80,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-50-90-120,N85B-50-90-121,793.8,110,50,90,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-55-85-120,N85B-55-85-121,598.21,110,55,85,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-55-120-120,N85B-55-120-121,1392.01,110,55,120,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-55-95-120,N85B-55-95-121,782.37,110,55,95,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-58-80-120,N85B-58-80-121,467.39,110,58,80,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-60-100-120,N85B-60-100-121,872.54,110,60,100,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-60-95-120,N85B-60-95-121,759.51,110,60,95,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-65-115-120,N85B-65-115-121,1261.19,110,65,115,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-65-90-120,N85B-65-90-121,572.81,110,65,90,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-65-95-120,N85B-65-95-121,661.71,110,65,95,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-65-105-120,N85B-65-105-121,900.49,110,65,105,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-70-100-120,N85B-70-100-121,724.58,110,70,100,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-70-105-120,N85B-70-105-121,828.09,110,70,105,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-70-120-120,N85B-70-120-121,1259.28,110,70,120,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-70-90-120,N85B-70-90-121,485.81,110,70,90,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-75-110-120,N85B-75-110-121,915.73,110,75,110,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-75-105-120,N85B-75-105-121,753.79,110,75,105,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-75-95-120,N85B-75-95-121,523.27,110,75,95,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-75-125-120,N85B-75-125-121,1334.22,110,75,125,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-76-120-120,N85B-76-120-121,1178,110,76,120,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-80-100-120,N85B-80-100-121,579.79,110,80,100,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-80-105-120,N85B-80-105-121,667.43,110,80,105,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-80-110-120,N85B-80-110-121,802.69,110,80,110,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-80-115-120,N85B-80-115-121,937.95,110,80,115,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-85-105-120,N85B-85-105-121,581.06,110,85,105,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-85-110-120,N85B-85-110-121,716.33,110,85,110,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-85-115-120,N85B-85-115-121,863.02,110,85,115,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-85-120-120,N85B-85-120-121,1012.25,110,85,120,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-85-135-120,N85B-85-135-121,1495.52,110,85,135,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-90-140-120,N85B-90-140-121,1515.84,110,90,140,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-90-110-120,N85B-90-110-121,621.07,110,90,110,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-90-127-120,N85B-90-127-121,1115.77,110,90,127,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-90-135-120,N85B-90-135-121,1357.72,110,90,135,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-95-120-120,N85B-95-120-121,788.08,110,95,120,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-95-145-120,N85B-95-145-121,1633.32,110,95,145,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-95-115-120,N85B-95-115-121,658.54,110,95,115,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-95-135-120,N85B-95-135-121,1228.17,110,95,135,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-98-122-120,N85B-98-122-121,784.91,110,98,122,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-100-120-120,N85B-100-120-121,675.68,110,100,120,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-100-127-120,N85B-100-127-121,922.71,110,100,127,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-100-132-120,N85B-100-132-121,1021.14,110,100,132,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-100-136-120,N85B-100-136-121,1150.69,110,100,136,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-100-150-120,N85B-100-150-121,1604.75,110,100,150,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-105-135-120,N85B-105-135-121,995.11,110,105,135,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-105-155-120,N85B-105-155-121,1794.62,110,105,155,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-105-140-120,N85B-105-140-121,1205.31,110,105,140,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-110-130-120,N85B-110-130-121,753.79,110,110,130,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-110-135-120,N85B-110-135-121,900.49,110,110,135,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-110-140-120,N85B-110-140-121,1118.31,110,110,140,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-110-145-120,N85B-110-145-121,1230.71,110,110,145,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-110-150-150,N85B-110-150-151,1783.19,110,110,150,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-110-160-120,N85B-110-160-121,1849.87,110,110,160,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-115-165-120,N85B-115-165-121,1886.7,110,115,165,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-120-152-120,N85B-120-152-121,1267.54,110,120,152,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-120-140-120,N85B-120-140-121,842.7,110,120,140,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-120-145-120,N85B-120-145-121,989.39,110,120,145,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-120-160-120,N85B-120-160-121,1564.74,110,120,160,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-120-205-120,N85B-120-205-121,3319.35,110,120,205,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-125-175-120,N85B-125-175-121,1990.22,110,125,175,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-130-155-120,N85B-130-155-121,1113.86,110,130,155,YANKO,RUBBER NITRILO YANKO,Rubber
N85B-130-150-120,N85B-130-150-121,906.2,110,130,150,YANKO,RUBBER NITRILO YANKO,Rubber
